"COUB","Country of birth","FBORN","Place of birth","EDU","Education level","AGE","Age","NAT","Citizenship","COU","Country of residence","Value","Flag Codes","Flags"
"AFRI","Africa","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",1507859,,
"AFRI","Africa","1","Foreign-born","99","Unknown education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",46625,,
"AFRI","Africa","1","Foreign-born","99","Unknown education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",34903,,
"AFRI","Africa","1","Foreign-born","99","Unknown education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",24171,,
"AFRI","Africa","1","Foreign-born","99","Unknown education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",105699,,
"AFRI","Africa","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",46625,,
"AFRI","Africa","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",34903,,
"AFRI","Africa","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",24171,,
"AFRI","Africa","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",105699,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",1162859,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",163202,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",789476,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",2115537,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",1162859,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",163202,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",789476,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",2115537,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",433814,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",263080,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",793674,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",1490568,,
"AFRI","Africa","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",433814,,
"AFRI","Africa","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",263080,,
"AFRI","Africa","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",793674,,
"AFRI","Africa","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",1490568,,
"AFRI","Africa","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",2165223,,
"AFRI","Africa","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",632486,,
"AFRI","Africa","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",2421954,,
"AFRI","Africa","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",5219663,,
"AFRI","Africa","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",2165223,,
"AFRI","Africa","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",632486,,
"AFRI","Africa","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",2421954,,
"AFRI","Africa","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",5219663,,
"ASIA","Asia","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",1309570,,
"ASIA","Asia","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",216579,,
"ASIA","Asia","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",1820609,,
"ASIA","Asia","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",3346758,,
"ASIA","Asia","0","Native-born","2","ISCED 3/4","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",33129737,,
"ASIA","Asia","0","Native-born","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",33129737,,
"ASIA","Asia","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",1309570,,
"ASIA","Asia","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",216579,,
"ASIA","Asia","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",34950346,,
"ASIA","Asia","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",36476495,,
"ASIA","Asia","1","Foreign-born","99","Unknown education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",169449,,
"ASIA","Asia","1","Foreign-born","99","Unknown education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",66757,,
"ASIA","Asia","1","Foreign-born","99","Unknown education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",59140,,
"ASIA","Asia","1","Foreign-born","99","Unknown education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",295346,,
"ASIA","Asia","0","Native-born","99","Unknown education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",2858862,,
"ASIA","Asia","0","Native-born","99","Unknown education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",2858862,,
"ASIA","Asia","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",169449,,
"ASIA","Asia","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",66757,,
"ASIA","Asia","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",2918002,,
"ASIA","Asia","ALL_FBORN","All places of birth","99","Unknown education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",3154208,,
"ASIA","Asia","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",1116150,,
"ASIA","Asia","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",532022,,
"ASIA","Asia","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",1120476,,
"ASIA","Asia","1","Foreign-born","1","ISCED 0/1/2","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",2768648,,
"ASIA","Asia","0","Native-born","1","ISCED 0/1/2","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",11461023,,
"ASIA","Asia","0","Native-born","1","ISCED 0/1/2","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",11461023,,
"ASIA","Asia","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",1116150,,
"ASIA","Asia","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",532022,,
"ASIA","Asia","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",12581499,,
"ASIA","Asia","ALL_FBORN","All places of birth","1","ISCED 0/1/2","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",14229671,,
"ASIA","Asia","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",2072382,,
"ASIA","Asia","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",410821,,
"ASIA","Asia","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",2674487,,
"ASIA","Asia","1","Foreign-born","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",5157690,,
"ASIA","Asia","0","Native-born","3_4","ISCED 5/6","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",21988180,,
"ASIA","Asia","0","Native-born","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",21988180,,
"ASIA","Asia","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",2072382,,
"ASIA","Asia","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",410821,,
"ASIA","Asia","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",24662667,,
"ASIA","Asia","ALL_FBORN","All places of birth","3_4","ISCED 5/6","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",27145870,,
"ASIA","Asia","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",4667551,,
"ASIA","Asia","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",1226179,,
"ASIA","Asia","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",5674712,,
"ASIA","Asia","1","Foreign-born","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",11568442,,
"ASIA","Asia","0","Native-born","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",69437802,,
"ASIA","Asia","0","Native-born","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",69437802,,
"ASIA","Asia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",4667551,,
"ASIA","Asia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",1226179,,
"ASIA","Asia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",75112514,,
"ASIA","Asia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",81006244,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",2140458,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",301140,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",3258868,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",5700466,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",197489,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",6662295,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",67173611,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",74033395,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",2337947,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",6963435,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",70432479,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",79733861,,
"EURO","Europe","1","Foreign-born","99","Unknown education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",314056,,
"EURO","Europe","1","Foreign-born","99","Unknown education","3_10","25-64 years","99","Unknown citizenship status","OTO","OECD - Total",87237,,
"EURO","Europe","1","Foreign-born","99","Unknown education","3_10","25-64 years","1","Citizen of the country of residence","OTO","OECD - Total",146385,,
"EURO","Europe","1","Foreign-born","99","Unknown education","3_10","25-64 years","ALL_NAT","All citizenships","OTO","OECD - Total",547678,,
"EURO","Europe","0","Native-born","99","Unknown education","3_10","25-64 years","2","Citizen of another country","OTO","OECD - Total",25718,,
